Configuration;Iteration;The initial best way;Its distance;The best way after algorithm;Its distance
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-1;1;4-8-14-9-12-7-3-10-5-11-1-13-6-15-2-4;117.36;8-15-7-6-12-2-3-10-5-11-1-13-9-4-14-8;97.5
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-1;2;14-2-6-12-1-15-3-10-8-9-11-13-5-7-4-14;115.17;6-9-5-14-10-4-1-15-12-7-2-13-11-8-3-6;98.04
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-1;3;7-4-15-12-6-3-13-8-2-9-11-14-1-5-10-7;107.1;7-4-15-12-6-3-13-8-2-9-11-14-1-5-10-7;107.1
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-1;4;3-4-8-10-14-9-5-11-13-6-2-15-12-7-1-3;100.52;14-8-15-6-3-9-5-11-13-10-1-4-7-2-12-14;87.32
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-2;1;10-8-13-3-5-14-7-6-9-11-2-12-4-1-15-10;121.63;5-1-10-12-15-14-7-6-9-11-2-4-3-8-13-5;110.06
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-2;2;8-7-3-6-15-9-12-10-14-11-4-2-13-5-1-8;116.73;8-1-5-15-3-9-12-10-14-11-13-7-4-6-2-8;110.53
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-2;3;13-1-5-11-10-15-8-2-6-3-9-14-7-4-12-13;97.34;13-1-5-11-10-15-8-2-6-3-9-14-7-4-12-13;97.34
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-2;4;4-15-14-9-11-12-10-8-13-5-1-6-2-7-3-4;110.8;11-5-14-8-7-4-10-15-1-12-2-6-3-13-9-11;97.4
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-3;1;11-5-9-8-10-3-7-4-15-14-2-12-6-1-13-11;95.16;11-5-9-8-10-3-7-4-15-14-2-12-6-1-13-11;95.16
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-3;2;11-5-13-9-1-10-2-12-8-7-3-15-4-14-6-11;111.65;15-2-6-9-5-11-8-3-14-1-13-12-4-7-10-15;98.22
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-3;3;15-14-5-9-8-2-3-6-12-1-13-7-4-10-11-15;122.52;15-10-13-1-7-2-14-11-9-5-8-3-6-12-4-15;106.69
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-3;4;10-14-11-13-5-15-12-1-7-2-4-6-3-9-8-10;101.08;8-13-10-14-4-15-12-1-7-2-9-6-3-5-11-8;97.75
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-1;1;7-13-9-6-12-2-5-4-15-3-14-1-11-8-10-7;117.85;9-5-3-14-7-10-11-13-1-8-2-4-15-12-6-9;94.86
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-1;2;4-8-6-13-5-11-1-7-9-2-14-15-12-3-10-4;115.5;2-9-13-6-4-15-14-12-3-10-7-5-11-1-8-2;112.43
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-1;3;5-12-14-4-1-3-6-8-15-2-7-10-9-11-13-5;109.89;5-11-1-7-10-9-3-8-14-4-15-12-2-6-13-5;86.68
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-1;4;4-14-15-12-2-3-5-13-9-6-1-10-8-11-7-4;97.27;4-14-15-12-2-3-5-13-9-6-1-10-8-11-7-4;97.27
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-2;1;10-15-8-14-1-11-5-6-13-9-4-2-3-7-12-10;105.96;8-13-9-7-2-6-3-10-5-11-1-14-4-12-15-8;96.01
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-2;2;3-13-11-14-4-10-7-1-8-15-12-9-6-2-5-3;107.09;6-15-4-7-10-14-13-5-1-11-8-12-2-3-9-6;78.24
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-2;3;11-1-4-8-14-15-13-5-3-9-12-2-10-7-6-11;108.08;8-11-1-7-2-15-13-5-3-9-6-4-10-14-12-8;97.57
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-2;4;12-8-4-11-13-10-3-9-1-6-2-15-5-14-7-12;126.29;9-15-2-3-13-14-1-8-5-11-7-10-4-12-6-9;109.35
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-3;1;11-9-15-14-8-13-1-5-10-2-12-7-6-4-3-11;113.59;7-15-14-10-12-4-3-2-8-1-5-13-11-9-6-7;81.62
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-3;2;12-5-13-9-6-14-4-2-10-15-11-1-7-8-3-12;121.73;12-7-14-8-5-1-4-2-10-15-6-11-13-9-3-12;98.39
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-3;3;14-15-12-10-4-2-3-5-8-7-9-6-1-11-13-14;105.9;1-8-9-6-2-7-14-10-4-12-15-3-5-11-13-1;76.18
CR-0 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-3;4;3-1-7-12-9-6-5-14-4-8-10-15-2-13-11-3;122.65;3-9-14-10-7-6-8-1-2-5-11-13-4-15-12-3;105.66
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;1;5-4-3-11-13-8-15-9-2-7-12-14-10-6-1-5;121.15;1-5-3-11-13-8-15-9-2-7-12-14-10-4-6-1;107.76
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;2;1-7-4-8-13-5-11-3-2-10-6-12-15-9-14-1;115.53;14-4-7-8-13-5-11-3-2-10-6-12-15-9-1-14;105.41
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;3;8-12-7-10-1-11-4-2-3-15-6-14-13-5-9-8;115.5;8-12-7-10-1-11-4-2-3-15-6-14-13-5-9-8;115.5
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;4;4-3-2-10-12-8-1-9-5-11-15-13-6-7-14-4;119.51;2-3-5-11-7-9-13-4-14-10-6-1-8-15-12-2;112.69
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;1;5-13-11-4-12-7-15-8-6-3-10-14-1-2-9-5;98.16;5-13-11-4-12-7-15-8-6-3-10-14-1-2-9-5;98.16
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;2;6-9-3-4-1-11-10-13-5-12-7-14-8-15-2-6;104.74;9-3-6-7-13-15-10-2-8-14-4-12-1-11-5-9;101.24
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;3;4-13-8-1-9-12-10-14-15-5-11-6-3-2-7-4;103.79;4-13-8-1-9-12-10-14-15-5-11-6-3-2-7-4;103.79
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;4;3-13-8-1-11-14-7-4-12-5-6-15-10-9-2-3;115.71;8-11-4-12-2-7-15-3-10-9-6-14-5-13-1-8;108.14
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;1;1-11-14-13-7-4-10-6-3-9-5-12-15-2-8-1;104.76;1-11-12-7-2-5-13-9-14-6-3-4-15-10-8-1;97.69
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;2;8-5-4-9-3-6-7-14-15-10-12-2-1-13-11-8;97.89;8-11-4-9-3-6-7-14-15-10-12-2-5-13-1-8;91.85
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;3;13-5-9-1-2-7-14-4-15-10-8-6-12-11-3-13;110.79;2-7-4-15-12-6-9-1-14-10-13-5-8-11-3-2;92.75
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;4;13-8-9-1-12-6-10-14-4-5-11-3-7-15-2-13;123.43;3-6-14-13-10-12-7-2-5-9-11-4-15-8-1-3;115.69
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;1;7-4-2-1-10-14-8-11-9-12-6-13-5-15-3-7;119.76;1-13-5-12-2-15-7-11-14-4-10-6-3-9-8-1;93.25
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;2;10-11-14-8-13-4-7-15-1-5-12-6-2-3-9-10;117.54;2-14-4-6-3-9-7-15-1-5-13-8-11-10-12-2;95.77
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;3;15-2-1-8-13-5-6-10-3-9-12-14-11-4-7-15;116.34;12-2-6-3-9-11-5-8-13-10-15-14-7-4-1-12;92.62
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;4;5-7-15-10-14-3-1-8-4-12-2-6-13-11-9-5;95.57;5-7-15-10-14-3-1-8-4-12-2-6-13-11-9-5;95.57
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;1;2-15-10-13-11-14-9-5-8-6-3-1-7-4-12-2;111.08;13-11-9-5-8-14-4-1-2-6-3-7-12-15-10-13;93.55
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;2;12-7-8-2-3-15-1-10-4-14-6-11-13-5-9-12;112.1;6-8-1-11-9-12-4-7-14-10-3-13-5-15-2-6;99.96
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;3;6-7-14-10-8-5-11-1-4-13-15-12-9-2-3-6;106.64;1-9-7-4-10-3-5-11-14-8-15-12-2-6-13-1;103.72
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;4;3-4-15-12-9-2-10-11-5-13-6-7-8-1-14-3;116.13;3-1-8-6-9-2-10-11-5-13-4-14-7-15-12-3;105.67
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;1;13-11-5-12-14-10-1-9-8-2-7-15-6-3-4-13;110.48;11-9-8-15-12-10-2-13-4-14-7-6-3-5-1-11;109.39
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;2;11-1-4-5-13-7-12-15-14-8-2-3-9-10-6-11;115.76;13-5-9-10-4-14-6-12-7-15-8-2-3-1-11-13;91.8
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;3;3-9-7-15-2-11-13-10-8-1-14-5-6-4-12-3;115.44;6-3-9-5-14-11-13-10-8-1-12-15-4-2-7-6;94.14
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;4;12-15-6-14-1-11-4-10-9-3-2-13-5-8-7-12;108.68;5-3-7-6-9-2-15-12-10-14-4-8-1-13-11-5;84.07
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;1;10-14-15-7-6-3-9-13-11-12-5-4-1-8-2-10;105.33;10-14-15-7-6-3-9-13-11-12-5-4-1-8-2-10;105.33
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;2;2-12-15-4-14-11-3-6-1-8-7-10-5-13-9-2;98.44;12-15-4-14-11-13-3-6-1-8-7-10-5-9-2-12;96.29
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;3;13-8-1-10-4-12-6-11-2-14-7-15-5-3-9-13;110.94;6-1-5-13-11-8-10-14-15-7-12-4-2-9-3-6;70.81
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;4;5-1-7-10-12-11-15-14-3-6-2-9-13-8-4-5;124.22;5-13-1-4-8-14-7-6-11-9-10-15-12-2-3-5;102.68
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;1;8-14-3-6-2-15-11-13-9-7-12-5-4-10-1-8;107.98;2-15-4-8-1-5-11-13-9-7-12-14-10-3-6-2;76.11
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;2;15-4-6-8-14-10-2-12-9-11-7-13-5-1-3-15;119.38;2-6-1-5-11-3-9-4-8-14-10-13-15-12-7-2;103.07
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;3;4-3-6-12-9-1-8-2-13-5-14-10-15-7-11-4;118;3-4-7-6-9-11-1-8-10-14-2-12-15-5-13-3;91.19
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;4;5-13-4-14-15-2-1-9-8-11-12-3-6-7-10-5;120.43;13-3-6-12-2-1-9-8-5-4-14-15-7-10-11-13;107.79
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;1;1-5-9-4-2-10-14-13-11-8-3-7-15-12-6-1;107.49;2-7-15-4-12-10-14-13-11-1-8-5-3-9-6-2;71.94
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;2;8-10-14-13-11-3-9-4-6-1-12-15-7-2-5-8;115.58;3-5-11-8-13-1-10-2-6-9-15-14-4-7-12-3;93.96
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;3;2-12-4-7-14-15-8-5-1-10-6-13-3-9-11-2;111.56;8-1-11-6-2-3-9-13-5-10-14-15-4-7-12-8;77.41
CR-0 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;4;12-4-1-2-11-13-8-9-5-7-14-10-6-3-15-12;116.33;1-8-5-3-2-12-15-7-10-4-14-9-6-13-11-1;84.24
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;1;4-12-9-13-14-15-10-3-11-5-7-8-1-2-6-4;122.49;12-9-13-14-15-8-10-3-11-5-1-6-2-7-4-12;109.61
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;2;4-13-11-6-10-12-14-15-2-5-1-9-8-3-7-4;127.33;12-14-1-6-2-4-15-7-3-8-5-9-13-11-10-12;105.23
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;3;10-4-14-12-15-1-11-3-2-5-13-9-6-8-7-10;103.92;10-4-14-12-15-1-11-3-2-5-13-9-6-8-7-10;103.92
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;4;11-14-7-6-10-3-12-4-15-2-8-1-5-9-13-11;101.77;9-14-7-6-10-3-12-4-15-2-8-1-11-5-13-9;98.68
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;1;10-9-5-13-8-3-6-11-1-12-2-14-7-15-4-10;95.34;12-9-11-13-5-6-2-3-15-14-7-4-1-8-10-12;94.18
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;2;12-4-5-3-8-14-7-15-2-9-10-13-1-11-6-12;119.74;5-14-8-7-2-9-6-3-12-1-13-11-10-4-15-5;107.87
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;3;7-4-9-13-11-14-8-5-2-15-6-12-10-1-3-7;120.58;11-13-3-8-6-12-2-1-5-9-4-10-7-14-15-11;115.85
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;4;9-14-12-2-3-13-4-7-10-15-5-11-8-1-6-9;111.27;14-5-9-11-13-8-10-15-12-6-3-1-4-7-2-14;95.95
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;1;8-7-12-15-13-5-3-9-10-11-6-1-14-4-2-8;124.08;7-12-6-2-13-5-3-9-10-1-11-14-15-4-8-7;101.05
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;2;11-9-8-2-12-5-13-14-10-4-3-6-7-15-1-11;103.55;13-14-10-4-3-9-1-2-12-6-7-15-8-11-5-13;93.38
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;3;15-10-13-7-4-6-3-2-12-5-11-9-8-1-14-15;107.01;10-11-13-7-4-6-3-2-12-15-1-8-9-5-14-10;100.22
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;4;1-3-2-15-12-6-4-14-9-10-7-8-5-13-11-1;102.14;1-3-2-15-12-6-4-14-9-10-7-8-5-13-11-1;102.14
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;1;13-15-2-6-1-9-5-11-4-14-10-8-3-7-12-13;117.12;6-2-15-12-7-9-5-11-4-14-10-8-1-13-3-6;79.56
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;2;11-12-4-7-3-13-10-9-6-14-2-15-8-1-5-11;119.21;2-12-7-4-8-1-3-14-11-5-13-9-6-10-15-2;92.86
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;3;6-5-14-8-15-12-7-10-1-11-3-9-13-2-4-6;110.75;13-11-9-5-7-12-6-3-10-4-15-2-14-8-1-13;83.54
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;4;7-9-5-8-11-12-6-14-15-1-13-10-3-2-4-7;125.51;9-7-2-3-6-15-12-4-14-1-13-10-8-5-11-9;95.63
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;1;6-13-5-11-1-8-9-7-10-14-3-2-4-12-15-6;94.66;1-8-9-4-12-2-10-15-7-14-3-6-13-5-11-1;88.6
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;2;9-13-2-7-10-1-12-8-11-4-15-14-5-6-3-9;117.69;3-13-11-14-4-8-1-5-9-2-12-15-10-7-6-3;83.94
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;3;4-13-1-11-9-7-12-8-2-6-5-3-15-14-10-4;109.52;12-2-7-15-4-14-10-8-1-5-3-11-13-9-6-12;74.26
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;4;15-7-1-9-3-13-10-8-5-2-6-12-4-14-11-15;120.85;13-5-9-15-12-3-6-2-7-4-1-8-14-10-11-13;78.81
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;1;7-15-9-3-13-8-11-6-4-12-5-1-14-10-2-7;111.72;3-9-13-5-1-8-11-6-4-10-14-7-15-12-2-3;74.27
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;2;2-6-9-1-3-5-4-12-15-13-11-7-8-10-14-2;117.45;10-6-2-7-4-3-9-1-5-13-11-14-15-12-8-10;89.68
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;3;13-5-9-14-8-4-2-6-15-12-7-11-10-1-3-13;114.15;4-2-6-15-10-14-12-7-3-11-8-5-9-13-1-4;97.16
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;4;2-8-11-1-5-7-6-3-9-14-13-12-4-15-10-2;111.33;2-15-1-11-5-7-6-3-9-13-8-14-10-4-12-2;81.83
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;1;10-4-7-14-8-5-13-2-6-11-1-12-15-9-3-10;103.83;8-9-11-1-5-13-3-15-2-6-10-4-12-7-14-8;89.89
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;2;15-11-1-8-7-12-4-14-10-3-5-13-2-6-9-15;100.5;7-2-15-12-6-9-4-14-10-3-5-13-11-1-8-7;85.04
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;3;14-4-12-15-7-1-9-13-5-2-6-8-10-11-3-14;114.11;6-4-10-14-8-1-9-13-5-11-3-12-15-7-2-6;76.5
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;4;1-9-3-5-4-14-10-7-12-6-15-11-13-2-8-1;107.68;12-3-6-2-9-13-4-7-15-5-11-1-8-14-10-12;84.71
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;1;14-4-2-9-5-11-8-3-6-1-13-7-12-15-10-14;92.28;10-14-2-9-5-11-8-3-6-1-13-7-12-15-4-10;91.99
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;2;1-6-13-12-3-2-9-8-10-4-14-7-15-11-5-1;118.2;13-1-12-15-6-2-9-8-10-4-14-7-3-5-11-13;96.25
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;3;9-4-12-8-15-2-6-14-7-13-5-3-10-11-1-9;123.04;14-15-10-7-4-12-8-11-2-6-9-3-5-13-1-14;88.86
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;4;5-11-4-8-7-13-2-6-12-14-1-9-3-10-15-5;129.31;14-2-9-3-6-4-15-12-10-7-5-13-11-8-1-14;85.46
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;1;15-11-9-13-8-7-5-1-14-10-4-6-2-12-3-15;113.66;12-4-15-7-2-6-3-8-1-9-11-13-5-14-10-12;75.14
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;2;13-11-8-1-5-10-12-6-2-15-9-4-7-3-14-13;114.35;14-6-7-4-15-10-12-3-2-1-13-5-9-11-8-14;92.88
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;3;3-14-6-9-2-4-11-7-8-10-15-12-1-13-5-3;123.45;11-5-13-8-10-14-4-1-12-3-6-15-7-2-9-11;90.82
CR-0 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;4;15-12-1-4-2-7-9-3-11-10-14-6-13-8-5-15;132.44;14-8-15-2-12-11-5-1-4-7-6-3-9-13-10-14;92.31
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-1;1;1-14-9-10-15-12-3-6-11-2-7-4-8-13-5-1;109.55;1-14-9-10-15-12-3-6-11-2-7-4-8-13-5-1;109.55
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-1;2;10-14-15-1-5-6-9-2-4-12-7-8-11-13-3-10;104.45;10-14-15-1-5-6-9-2-4-12-7-8-11-13-3-10;104.45
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-1;3;15-4-14-5-13-9-7-6-10-8-3-1-11-2-12-15;111.77;15-4-14-5-13-9-7-6-10-8-3-1-11-2-12-15;111.77
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-1;4;9-5-7-8-15-3-6-4-12-2-10-14-11-1-13-9;101.44;9-5-7-8-15-3-6-4-12-2-10-14-11-1-13-9;101.44
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-2;1;14-10-4-12-2-8-13-9-6-15-11-3-7-5-1-14;116.31;1-5-14-7-6-3-11-12-15-4-8-13-9-2-10-1;113.48
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-2;2;8-10-4-15-1-12-7-9-6-3-13-2-11-5-14-8;116.72;8-10-4-15-1-12-7-9-6-3-13-2-11-5-14-8;116.72
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-2;3;9-8-5-13-2-7-12-1-10-14-15-6-3-11-4-9;118.45;9-8-5-13-2-7-12-1-10-14-15-6-3-11-4-9;118.45
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-2;4;6-7-11-13-9-5-10-8-1-14-3-4-12-15-2-6;105.71;6-7-11-13-9-5-10-8-1-14-3-4-12-15-2-6;105.71
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-3;1;3-10-7-12-2-6-9-5-15-13-1-8-4-11-14-3;116.92;11-6-12-4-15-10-14-8-9-7-3-1-2-5-13-11;112.71
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-3;2;3-14-4-10-12-7-15-8-11-5-6-2-13-1-9-3;93.78;3-14-4-10-12-7-15-8-11-5-6-2-13-1-9-3;93.78
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-3;3;6-9-7-8-10-15-1-14-2-4-13-5-3-11-12-6;129.84;3-12-7-8-10-15-1-14-2-4-5-11-9-6-13-3;119.2
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-3;4;13-8-3-10-14-9-1-2-12-6-15-4-7-11-5-13;112.01;8-10-7-3-5-9-1-2-12-6-15-4-13-11-14-8;109.82
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-1;1;5-11-13-14-6-9-1-10-3-2-7-8-12-4-15-5;115.61;8-4-15-12-3-13-6-9-2-11-5-1-10-14-7-8;109.62
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-1;2;10-15-14-9-3-6-11-2-5-13-1-12-8-4-7-10;111.67;10-15-14-9-3-6-11-2-5-13-1-12-8-4-7-10;111.67
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-1;3;7-9-11-13-1-15-3-8-4-10-5-14-12-2-6-7;118.77;5-11-13-14-7-6-3-2-15-4-1-12-10-8-9-5;97.84
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-1;4;6-12-15-7-2-9-13-5-4-1-11-8-10-14-3-6;90.24;6-12-15-7-2-9-13-5-4-1-11-8-10-14-3-6;90.24
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-2;1;11-8-15-12-7-1-5-13-9-14-4-10-2-6-3-11;91.42;11-8-15-12-7-1-5-13-9-14-4-10-2-6-3-11;91.42
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-2;2;3-9-14-4-12-7-15-8-5-13-11-10-2-1-6-3;97.31;9-6-1-4-12-7-15-8-5-13-11-10-14-2-3-9;91.31
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-2;3;13-8-3-9-6-14-10-12-15-7-2-1-11-5-4-13;104.86;1-11-8-4-15-14-13-5-10-9-6-3-12-2-7-1;100.77
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-2;4;4-10-8-3-9-2-7-12-1-13-11-6-5-15-14-4;107.39;14-3-9-5-10-2-7-12-1-11-13-8-6-4-15-14;102.51
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-3;1;2-15-8-10-6-12-7-4-14-5-13-1-11-3-9-2;92.1;2-15-8-10-6-12-7-4-14-5-13-1-11-3-9-2;92.1
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-3;2;4-2-6-1-8-12-5-9-14-3-13-11-7-10-15-4;118.27;2-12-7-6-8-13-5-9-14-3-1-11-15-4-10-2;107.79
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-3;3;4-7-14-15-6-2-10-11-3-1-9-5-13-8-12-4;107.59;4-7-14-15-6-2-10-11-3-1-9-5-13-8-12-4;107.59
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-3;4;15-5-14-1-11-13-12-4-7-8-10-3-6-2-9-15;115.95;3-5-13-8-11-1-9-14-7-15-12-4-6-10-2-3;100.12
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP100 PC-1;1;13-9-4-3-2-6-7-14-8-12-15-5-11-10-1-13;114.24;6-9-2-12-7-15-14-5-8-11-4-10-1-13-3-6;98.32
CR-0 PN-10 G-1 PP-5 SM-1 MAX_STEP100 PC-1;2;3-5-13-9-8-11-14-4-10-12-7-15-2-6-1-3;98.44;3-5-13-9-8-11-14-4-10-12-7-15-2-6-1-3;98.44
